ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,쉬는날,개장기간,이용시간,입장료,체험가능연령,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
제로포인트트레일,63278,,,제주특별자치도 제주시 산지로 25 (건입동),33.5147871101,126.5292389706,"기존의 일반적인 한라산 등산이 해발 650~750m 인근의 탐방로 입구에서 출발한다면 제로포인트트레일은 한라산을 해발 0m 에서 1947m 까지 동력의 힘을 빌리지 않고 온전히 참가자의 두 다리로 오르는 총장 31km 의 ‘Sea To Summit’ 트레킹 챌린지 프로그램이다. 첫마음  한계의 도전  자신과의 싸움  리스타트 등의 핵심가치를 가지고 있으며 20대에서 60대까지 폭넓은 참가자 연령층을 가지고 있다. 완주하신 참가자께는 완주 인증서가 발급되며 제로포인트트레일의 공식 운영처인 ‘제로스테이션’에 완주 기념 명패가 영구 부착된다.
(*가이드 동반 프로그램이 아니며 참가자가 지정된 장소에서 인증 미션을 수행하며 완주하는 개별 출발 상설 프로그램)",,,코로나 상황 및 계절에 따라 변동 가능,"매주 일요일, 월요일 휴무",2020. 02 월 프로그램 런칭,프로그램 운영시간 별도 안내 (인스타그램 메시지 / 네이버스마트스토어),전화 문의,,성인만 참가 가능,가능 (공영주차장),없음,,,가능,"코스안내:관음사 탐방로 등산 성판악 탐방로 하산<br>※기상 상황에 따라 부분/전면 통제<br>※ 야간산행 불가 		

체험프로그램:제로포인트트레일 써드 스텝 1데이 

"
관음사야영장,63242,,,제주특별자치도 제주시 산록북로 588 (오등동),33.4222588065,126.5510058450,한라산 관음사 지구 야영장은 제주시 북쪽 아라동에 위치하고 있다. 제주시 시내에서 자동차로 20분 정도면 닿는다. 제주대학교를 거쳐 110도로 방면으로 우회전하여 제2 신비의 도로를 지나면 관음사 초입에 다다르고  곧이어 관음사 지구 야영장이 나온다. 30여 개의 사이트로 구성돼 있는 이곳은 획일적으로 나뉘지 않고 자연스럽게 구성돼 있다. 모닥불이나 숯불 사용은 금지되고  휴대용 버너를 이용한 조리만 가능하다. 야영장 주변엔 상록활엽수림인 녹나무와 참나무 그리고 침엽수인 삼나무가 숲을 이루고 있어  자연 생태를 관찰할 수도 있다. 해발 620m에 자리 잡고 있어  제주시 도심 인근에서 한라산 품에 안겨 캠핑을 즐길 수 있으며  백록담까지는 8.7㎞ 코스로  계곡이 깊고 산세가 웅장한 한라산의 진면목을 볼 수 있다.,,,,없음(기상특보시 이용 및 예약 불가),"봄,여름,가을,겨울",,,전화예약,,주차가능,없음,,,없음,"이용요금:3 000원~6 000원<br/>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

주요시설:안전시설 설비사항<br/>
소화기:1
부대시설:놀이터 산책로

"
자연인캠핑장,63239,,,제주특별자치도 제주시 아란서길 110 (아라일동),33.4687284906,126.5399557520,자연인 글램핑은 제주 중심가에서 5분 거리에 위치해 있으며 펜션  야외공연장  카페  공방  레스토랑 등 다양한 부대시설을 갖춘 캠핑장이다. 근교에 에코랜드  용두암  용두암 해안 도로  사려니 숲길 등 다양한 관광지가 인접해 있어 편리하게 여행할 수 있는 것은 자연인 글램핑장의 장점이다. 2인실  4인실 글램핑장으로 나누어져 있으며 화장실과 샤워장은 정리 정돈이 잘 되어 있고 치약  샴푸  린스  컨디셔너  보디워시  헤어드라이기 같은 목욕용품이 비치되어 있어 편리하게 이용이 가능하다. 10kg 이하의 소형견은 입실 가능하다.,,,,연중무휴,"봄,여름,가을,겨울",17:00~익일 11:00,,"<a href=https://booking.ddnayo.com/booking-calendar-status?accommodationId=8664&groupId="" target=""_blank"" title=""새창 : 자연인캠핑장예약안내 사이트로 이동"">https://booking.ddnayo.com/booking-calendar-status?accommodationId=8664&groupId=</a>""",,가능,없음,,,없음,"이용요금:55 000원~115 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:운동시설
"
돌하르방캠핑장,63006,,,제주특별자치도 제주시 한경면 낙수로 271-40 ,33.3238814232,126.2389573829,돌하르방 캠핑장은 제주 제주시 한경면에 위치하고 있다. 캠핑사이트 대여와 방갈로 대여를 할 수 있다. 이곳의 가장 큰 장점은 드넓은 잔디밭으로 99.1m² (30평) 규모의 수영장과 족구장이 마련돼 있고 캠프파이어도 할 수도 있다. 캠핑장을 이용하는 고객들만 수영장  족구장을 무료로 이용할 수 있다. 협재해수욕장  한림공원  유리의 섬  오설록  방림원  더마파크  차귀도  평화박물관 등이 인근에 있다. 애완동물 동반 출입은 사전에 문의  협의해야 한다. 예약은 전화로만 가능하다. 캠핑장은 자갈 사이트  잔디 사이트 중 하나를 고를 수 있으며  선착순으로 배정이 된다. 사이트가 넓어 캠핑 생활하는 동안 여유롭게 사용할 수 있어 좋으며  이웃과의 프라이빗도 지켜줄 수 있다. 주변 관광지로는 협재해수욕장  한림공원  유리의 성  오설록  방림원  더마파크  차귀도 등이 있어 캠핑하는 동안에 유명 관광지를 돌아보는 것도 좋다.,,,,,"봄, 여름, 가을, 겨울",14:00 ~ 익일 11:00,,전화예약,,가능,없음,,,없음,"포인트안내:
대여안내:텐트  릴선  화로대  식기  침낭
이용요금:30 000원 ~ 120 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
부대시설:전기  무선인터넷  장작판매  온수  물놀이장  산책로  운동시설
주요시설:소화기: 50
"
제주벨리타캠핑장,63340,,,제주특별자치도 제주시 조천읍 중산간동로 1194 ,33.5080683294,126.6978161445,제주벨리타캠핑장 (구 제주베이스캠프)은 제주공항을 기점으로 30분 내에 도착 가능한 거리에 있다. 또  해안도로와 인접해 있어 제주 여행을 즐기기에도 좋은 위치다. 독립적인 주차공간이 있어 차량을 개별 사이트 옆에 주차할 수 있으며  사이트마다 개별 분전반과 독립조명을 갖추고 있어 편리하다. 캠핑장 내에선 무료와이파이 사용이 가능하고  화산암반과 천연 화산석을 파쇄한 지반 위에 잔디와 데크로 사이트를 만들어 비가 와도 침수의 우려가 없다. 24시간 온수 사용이 가능하고 넓은 샤워장에 매점은 무인 방식으로 운영된다. 장박을 원하는 캠퍼들을 위해 장비 일부를 무료로 대여해 주고 있으며 장비를 직접 들고 항공편을 이용하려는 캠퍼들을 위해 캠핑 장비를 택배로 받아주고 있다. CCTV와 세콤이 설치되어 있어 캠핑장 내 보안과 안전에도 만전을 기하고 있다.,,,연중무휴,,"봄,여름,가을,겨울",14:00~익일 11:00,,"<a href=http://reserv.camping1.co.kr/online2/ver1.php?cid=1231"" target=""_blank"" title=""새창 : 제주벨리타캠핑장예약안내 사이트로 이동"">http://reserv.camping1.co.kr/online2/ver1.php?cid=1231</a>""",,가능,없음,,,없음,"대여안내:릴선
이용요금:30 000원~70 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
주요시설:소화기:13
부대시설:전기 무선인터넷 장작판매 온수 물놀이장 운동시설
"
제주플래티늄카라반,63051,,,제주특별자치도 제주시 애월읍 하귀미수포길 5-8 ,33.4834913217,126.4013896858,제주 플래티늄 카라반은 애월 바닷가 바로 앞에 위치한 캠핑장으로 제주공항에서는 20분 거리에 있다. 야자수를 배경으로 카라반이 자리하고 있어 이국적인 느낌이다. 바다가 한눈에 펼쳐져 있어 수영과 스노클링을 즐길 수 있고 통발로 문어를 잡거나 게와 보말도 잡을 수 있다. 또 제주올레길 16코스와 연결된 산책로는 바다를 따라 걷는 캠핑의 또 다른 재미이다. 카라반은 2인용과 4인용 중 선택이 가능하고 내부는 침대  주방  소파  냉장고  TV  에어컨  전자레인지  가스레인지  전기밥솥  주방 조리기구  식기 일체와 함께 상비약이 구비돼 있다. 카라반 안으로 화장실과 샤워시설이 있어 편리하며 캠핑장 어디서나 무료 와이파이 사용이 가능하다.,,,,연중무휴,"봄,여름,가을,겨울",15:00 ~ 익일11:00,,"<a href=http://jejuptcar.com/camping/reserve.html?pid=25"" target=""_blank"" title=""새창 : 제주플래티늄카라반예약안내ㅑ 사이트로 이동"">http://jejuptcar.com/camping/reserve.html?pid=25</a>""",,가능,없음,,,없음,"이용요금:119 000원~169 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
부대시설:무선인터넷 물놀이장
주요시설:소화기:9
"
어라운드폴리,63632,,,제주특별자치도 서귀포시 성산읍 서성일로 433 ,33.4158196384,126.8359757176,어라운드폴리는 제주특별시 서귀포시 성산읍 서성일로 433에 위치하고 있다. 기존의 호텔과 캠핑의 경계를 허물며 신개념 캠핑 문화를 선보이고 있다. 제주도 중산간의 아름다움과 개성있는 숙소를 경험할 수 있다. 1인 캠핑 장비부터 가족단위로 이용할 수 있는 캠핑 장비까지 캠핑을 처음 경험하는 사람도 쉽게 이용할 수 있도록 준비되어 있다.,,,,연중무휴,"봄,여름,가을,겨울",16:00~익일 11:00,,"<a href=https://booking.stayfolio.com/places/af-airstream/bookings/plugin?type=room/"" target=""_blank"" title=""새창 : 어라운드폴리예약안내 사이트로 이동"">https://booking.stayfolio.com/places/af-airstream/bookings/plugin?type=room/</a>""",,가능,없음,,,없음,"이용요금:캠핑 50 000원~70 000원<br>
에어스트림 120 000원~350 000원<br>
LODGE 230 000~850 000<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

주요시설:소화기:23
부대시설:수영장  모래놀이장
"
귤빛캠핑장,63343,,,제주특별자치도 제주시 조천읍 함와로 428 ,33.5039628424,126.6738044342,귤빛캠핑장은 제주 제주시 조천읍 대흘리에 위치하고 있으며 파쇄석 사이트가 총 35개로 구성되어 있고  전기  온수  화장실  샤워실  취사장 등의 편의시설을 이용할 수 있다. 텐트가 없을 시에는 4인용 작은 텐트와 카라반  내추럴하우스  독채펜션을 예약하여 이용하면 된다. 텐트를 소지하고 있다면 사이트만 대여하여 캠핑을 즐길 수 있다. 인근에 가볼 만한 관광지는 펀테마파크  선녀와 나무꾼 테마공원  다희연이 있다.,,,,연중무휴,"봄,여름,가을,겨울",14:00~익일12:00,,"<a href=http://www.jeju-camping.com/"" target=""_blank"" title=""새창 : 귤빛캠핑장 사이트로 이동"">http://www.jeju-camping.com/</a>""",,가능,없음,,,없음,"이용요금:40 000원~170 000원
<br/>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:전기 무선인터넷 온수 운동시설

"
햇살정원 제주캠핑&민박,63599,,,제주특별자치도 서귀포시 보목포로65번길 6 (보목동),33.2405103429,126.6082077637,햇살정원 제주캠핑은 서귀포시 보목동에 위치하고 있다. 보목동은 조용하고 아름다운 바닷가 마을로 올레 6코스 중간지점이기도 하다. 민박과 야영장이 함께 있는 캠핑장이다. 작고 아담해 시골집에 놀러 온 듯한 기분으로 편안하게 머물다 올 수 있다. 캠핑장에서 1분만 걸어 나오면 보목 앞바다가 나오는데 물놀이를 할 수 있는 모래 해변은 아니지만 낚시도 하고 보말 캐기 체험을 할 수 있다.  데크 바닥의 일반 야영장 4면이 있고 반려동물 동반은 금지한다. 캠핑장 뒤로 제지기오름이 자리하고 있어 여유롭게 산책을 즐길 수 있다. 캠핑장에 심어져 있는 야자수들이 이국적인 풍경을 연출한다. 걸어서 20분 거리에 쇠소깍이 있으며 이중섭거리  올레시장  천지연폭포등 서귀포 주요 관광지나 시내까지는 차로 10~15분밖에 소요되지 않아 여러 곳을 방문하는데 편리한 위치에 있다.  캠핑장에서 1분만 걸어 나가면 보목 앞바다가 나온다. 물놀이할 수 있는 모래해변은 아니지만  바닷가에서 낚시도 하고 보말 캐기 체험도 한다. 운동 삼아 20분 정도 걸어가거나 차로 3분만 가면 쇠소깍이 나오며  이중섭거리  올레시장  천지연폭포 등 관광 명소들도 차로 15분 내에 거리에 있으니 한 번쯤 둘러보는 것도 좋다.,,,,연중무휴,"봄,여름,가을,겨울",15:00 ~ 익일11:00,,,,가능,없음,,,없음,"이용요금:50 000원 ~ 70 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:전기 무선인터넷 장작판매 온수
주요시설:소화기:5
"
서우봉둘레길,63333,,,제주특별자치도 제주시 조천읍 함덕12길 16 ,33.5407280629,126.6641460999,서우봉둘레길은 제주도 조천읍 함덕해수욕장 동쪽 바다에 접해 있는  제주 올레길 19코스에 포함된 길이다. 봄이면 노란 유채꽃이 에메랄드빛 함덕 해변과 어우러져 최고의 산책 코스로 손꼽힌다. 서우봉은 완만한 등성이가 크게 두 봉우리를 이루고 있는 원추형 화산체이며 바라보는 조망이 좋아 새해마다 일출제가 열린다. 서우봉은 역사적으로도 의미가 있는 곳이다. 진도에서 거제로 피신해온 삼별초군이 마지막으로 저항하였던 곳으로 김방경 장군과 삼별초군의 전투가 벌어진 지역이다. 서우봉 정상은 조선시대에 만들어진 봉수대가 있었고 일제강점기에 일본군이 구축한 동굴이 20곳 있다. 정상에 올라 함덕의 아름다운 물빛과 멀리 보이는 한라산을 감상하며 여유를 만끽하기 좋고  패러글라이딩을 즐기는 인구가 늘고 있다.,,,,,,상시 개방,,,,공용주차장,없음,,,없음,"이용요금:무료
주요시설:낙조 전망대
"
제주카약올레,63043,,,제주특별자치도 제주시 애월읍 애월로1길 22 ,33.4623616693,126.3104869587,제주카약올레는 애월읍에 위치한 투명카약 업체이다. 한담해변에서 바닥이 보이는 투명카약을 타고 제주바다를 만끽하며 데이트와 가족여행을 즐기기에 좋다. 체험 가능 시간은 30분이며  네이버 스토어에서 사전 예약이 가능하다. 이용 마감 시간은 일몰시간에 따라 달라지므로 확인 후 이용하길 권한다. 날씨와 바람  파도 등 현장 상황에 따라 운영 여부가 변경되기 때문에  이용 전에 확인하는 것이 좋다. 주변의 한담해안산책로는 애월리 마을에서 곽지해수욕장까지 바다를 감상하기 좋다.,,,,동절기 (12월~2월) / 기상 상황에 따라 변동,,10:00~18:00,,온라인 예약,,가능 (공영주차장),없음,,,가능,"이용요금:일반 15 000원<br>
초등이하 10 000원
보유장비:투명카약  구명조끼  슬리퍼  방수치마
주요시설:안전시설 설비사항 보유
"
골체오름캠핑,63346,,,제주특별자치도 제주시 조천읍 번영로 1648-41 ,33.4516107978,126.7049057085,골체오름캠핑은 한가운데에 잔디 운동장이 있어 아이들이 마음껏 뛰어놀기에 좋은 가족캠핑장이다. 축구공  배드민턴  캐치볼  줄넘기  훌라후프 등을 무료로 대여해 주고 있어 편하게 놀 수 있는 곳이다. 야영장 한가운데 잔디광장이 있어서 어린이들이 안전하게 노는지 엄마들은 텐트 안에서도 지켜볼 수 있어 좋다. 산뜻하면서도 깔끔한 분위기의 화장실은 장애인용 화장실까지 완벽하게 구비되어 있으며  데크 바닥인 일반 야영장 6면을 갖췄다. 각 사이트마다 분전함이 설치되어 있어 전기 사용도 편하다. 캠핑장 주변으로는 거문 오름  우진제비 오름  민 오름  부대 오름  부소 오름 등 수많은 이야기가 전해지는 오름과 평원이 많아 산책하기에 좋다. 계절마다 다르고  날씨에 따라 다르고  시간 때마다 다르며  심지어 사람의 심리에 따라서도 달리 보이는 게 제주 오름이라고 한다. 그만큼 계절과 날씨  시간 때에 따라 감상하기 좋은 것이 오름인데 이 캠핑장 주변에 오름들이 많다.,,,,평일,,,,전화예약,,가능,없음,,,없음,"포인트안내:
이용요금:30 000원~40 000원<br> ※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

주요시설:전기  온수  무선인터넷  장작판매  산책로  운동시설<br>소화기: 12


"
캠파제주,63602,,,제주특별자치도 서귀포시 516로 574-23 (상효동),33.2984177241,126.6007682153,캠파제주는 제주의 368개의 오름 중 하나인 영천오름에 있어서 산책로와 오름을 트레킹하며 제주도 최고의 절경을 만끽할 수 있는 곳이다. 4면이 창문으로 된 최신식 카라반과 글램핑동이 함께 있으며  신설 캠핑장이라 모든 것이 깔끔한 시설을 갖추고 있어서 말 그대로 몸만 가면 된다. 전망 좋은 오름에서 시원한 바닷바람을 만끽하면서 편안한 휴식을 즐길 수 있는 곳이다.<br>카라반 내부에는 침대  침구  TV  에어컨  반방기  냉장고  전자레인지  인덕션  전기밥솥  커피포트  주방용품  헤어드라이어  수건  샴푸  비누  바디클렌저  치약 등이 구비되어 있으며 와이파이 사용이 가능하다. 여름에는 수영장이 있어 시원하게 여름을 보낼 수 있다. 주변 관광지로는 돈내코 유원지  상효원  정방폭포  천지연폭포  쇠소깍 등 제주의 관광명소가 자동차로 10분 거리에 있어 편안하게 둘러볼 수 있다.,,,,,"봄, 여름, 가을, 겨울",15:00 ~ 익일 11:00,,,,가능,없음,,,없음,"이용요금:53 000원~400 000원  <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
주요시설:안전시설 설비사항 소화기:8  화재감지기:8
부대시설:전기  무선인터넷  온수  놀이터
"
제주베스트힐,63345,,,제주특별자치도 제주시 조천읍 남조로 2109-36 ,33.4538403516,126.6577458611,제주 남조로에 위치한 베스트힐 캠핑장은 제주의 허파라고 불리는 곶자왈 숲 속 바농오름 자락에 있으며  세계 유일의 독특한 숲인 곶자왈을 온몸으로 느끼며 캠핑할 수 있다. 베스트힐 캠핑장은 제주공항에서 20~30분 정도의 거리에 있어  인근 유명여행지를 오가기에 좋은 위치에 있다. 베스트힐 캠핑장은 펜션과 글램핑장 구성으로 되어 있다. 펜션은 동백  허브  명상  패밀리룸  체험룸으로 이루어져 있으며  객실마다 자연을 느낄 수 있는 나무로 인테리어 장식이 되어있다. 글램핑장 또한 커플  가족 글램핑으로 구분할 수 있다. 텐트마다 욕실  화장실을 갖추고 어린이를 위한 넓은 잔디 위의 놀이터와  여름이면 차양막이 설치된 수영장을 이용할 수 있다. 또한 열기구를 타고 하늘을 날 수 있는 이색체험이 있는 곳이다. 주변 관광지로는 에코랜드와 제주돌문화공원  함덕해수욕장. 사려니숲길 등이 있다.,,,,연중무휴,"봄, 여름, 가을, 겨울",15:00~익일 11:00,,"<a href=https://booking.naver.com/booking/3/bizes/172898"" target=""_blank"" title=""새창 : 제주베스트힐 예약"">https://booking.naver.com/booking/3/bizes/172898</a>""",,가능,없음,,,없음,"이용요금:79 000원~268 000원 <br>
※ 이용요금은 변동될 수 있으므로<br>홈페이지 참조 또는 전화 문의 요망
체험프로그램:열기구  드론축구
주요시설:안전시설 설비사항 소화기:10
"
숲속야영장휴림,63062,,,제주특별자치도 제주시 애월읍 광령남서길 40 ,33.4438294795,126.4288048633,숲속야영장 휴림은 제주시 산림조합에서 운영하는 글램핑  카라반  숲속 야영장을 갖추고 있는 자연휴양림 캠핑장이다. 캠핑장은 데크 사이트와 피크닉 테이블로 선택이 가능하다. 카라반 내부는 나무로 인테리어를 해 쾌적함과 안락함을 준다. 내부시설로는 침대  냉장고  전자레인지  에어컨  전기 인덕션  전기 포트  취사도구 일체 등이 있어 간단한 요리가  가능하다. 캠핑장 한편에는 나무와 제주 자연 속에서 온 가족이 함께 즐길 수 있게 ‘에코힐링파트’라는 공간이 있어  다양한 체험과 더불어  자연을 만끽하기에 최고의 장소다. 닭과 토끼가 있는 미니 농장  숲속 어드벤처 놀이터  미로공원은 어린이의 호기심과 모험심을 충족시키기에 충분하다. 캠핑 장비를 준비하지 못한 캠퍼라면 장비가 다 갖춰져 있는 글램핑을 이용해 보는 것도 좋다.,,,,매주 화요일,"봄,여름,가을,겨울",14:00 ~ 익일 11:00,,,,주차가능,없음,,,없음,"이용요금:5 000원 ~ 100 000원<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

체험프로그램:목걸이 만들기  열쇠고리 만들기  화분 만들기  숲속어드벤처 놀이터 체험  편백톱밥 찜질체험 등
주요시설:소화기:14
부대시설:전기 무선인터넷 장작판매 온수 놀이터 운동시설 마트.편의점
"
유수암 캠핑장,63067,,,제주특별자치도 제주시 애월읍 하소로 684-25 ,33.4221618770,126.3937028464,유수암 캠핑장은 제주 애월 한라산 중산간 지대 작은 마을에 있다. 캠핑장 바로 뒤에 대성 휴양 빌리지와 백강 수피아 빌리지가 병풍처럼 서 있고  한국마사회의 렛츠 런 파크 제주가 지척이다. 마을 안에 있어 바다가 보이는 전망은 없지만  아늑하고 조용하다. 사이트는 10개로 작은 규모지만 사이트를 넓게 사용할 수 있도록 사이트 간의 거리가 넓고  샤워실과 개수대가 2개의 건물에 각각 갖춰져 있어 편하게 이용할 수 있다.,,,,,"봄, 여름, 가을, 겨울",13:00~익일11:00,,,,가능,없음,,,없음,"이용요금:35 000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
부대시설:전기  무선인터넷  온수
"
에어그라운드,63617,,,제주특별자치도 서귀포시 남원읍 남태해안로 439 ,33.2820579656,126.7465448466,에어그라운드 캠핑장은 서귀포 남원읍 태흥포구 옆에 있는 카라반 캠핑장이다. 이곳 카라반은 둥글고 반짝이는 모양으로 최근 인기를 끌고 있는 에어스트림 모델로만 구성되어 있다. 뿐만 아니라 제법 넓은 잔디밭을 중간에 두고 빙 둘러 카라반이 배치되어 있어 사진찍기를 좋아하는 젊은 사람들에게 특히 인기가 높다. 캠핑장 바로 앞이 바다이고 뒤로 한라산 자락이 올려다보이는 전경도 훌륭하다.,,,,연중무휴,"봄,여름,가을,겨울",16:30 ~ 익일 11:00,,전화예약,,가능,없음,,,없음,"이용요금:150 000원 ~ 300 000원<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:전기 무선인터넷 온수 산책로
"
삼다수숲길,63345,,,제주특별자치도 제주시 조천읍 교래리 산 70-1 ,33.4192942819,126.6646904897,"삼다수 숲길은 지역 주민들이 오가던 임도를 정비해 만든 비교적 최근에 조성된 탐방로이다. 원래 이 지역은 말 방목터이자 사냥터였는데 1970년대 심은 삼나무들이 30m 남짓한 거목으로 성장해 빼곡하게 숲을 메웠다. 삼다수를 생산하는 제주특별자치도 개발공사와 교래리 주민들은 숲 사이에 길을 닦아 ‘삼다수숲길’이란 이름을 붙여 2010년 개장했는데  지난 2018년 교래 삼다수마을이 제주도의 13번째 지질공원 대표명소로 지정되면서 지질트레일로 관리  운영되고 있다. 태고의 경관미를 숨겨놓은 삼다수숲길은 2010년 우리나라의 아름다운 숲으로 선정되었다.

<출처 : 제주관광공사>",,,,연중무휴,,10:00 ~ 16:00 (입장마감 14:00),무료,,,불가,없음,,,없음,"코스안내:[지질트레일 코스]<br>
- 1코스(1.2km  약 30분) : 교래종합복지관 - 숲길 입구 - 붓순나무 군락지 - 산목련 자생지 - 숲길 입구 - 교래종합복지관<br>
- 2코스(5.2km  약 1시간 30분) : 교래종합복지관 - 숲길 입구 - 산목련 자생지 - 붓순나무 군락지 - 아아용암단면 - 제주조릿대길 - 삼나무 조림지 - 숲길 입구 - 교래소공원<br>
- 3코스(7.8km  약 2시간 30분) : 교래종합복지관 - 숲길 입구 - 산목련 자생지 - 붓순나무 군락지 - 아아용암단면 - 제주조릿대길 - 장성 - 노릿물 - 박새군락지 - 삼나무 조림지 - 숲길 입구 - 교래소공원
이용요금:무료 
"
교래생태체험장,63345,,,제주특별자치도 제주시 조천읍 교래4길 20-13 ,33.4261797370,126.6712425426,제주시 조천읍 교래리에 있는 교래 생태체험장은 드넓은 부지에 푸르름이 생생한 너른 잔디 위에서 캠핑을 할 수 있는 곳이다. 230만㎡의 교래 곶자왈 지역에 마련된 자연휴양림이다. 난대와 온대의 식물들이 함께 자라는 것으로 유명한 곶자왈에서 제주의 자연 생태환경을 느끼며 아이들과 마음껏 뛰어다니며 즐기기에 좋은 곳이다. 교래 생태체험장은 캠핑장과 야외무대  전통가옥인 초가집 등이 갖추어져 있으며  전통 초가집에서도 숙박할 수 있다. 주위에는 제주돌문화공원  사려니숲길 등 다양한 볼거리가 있다. 이곳은 관속식물(관다발식물  조직 속에 관다발이 있는 식물을 통틀어 이르는 말. 양치식물  종자식물 따위)로 유명한 숲으로  큰지네고사리  쇠고사리 등 다양한 관속식물이 풍성한 곳이다. 3㎞의 탐방로  15㎞의 숲길 생태 관찰로  산길 코스 등으로 이루어져 있어  곶자왈 깊은 곳까지 만끽할 수 있다.,,,,전화 문의,"봄, 여름, 가을",생태체험<br>- 예약 시 문의 <br>야영장 <br>- 14:00 ~ 익일 12:00,,전화 예약,,가능,없음,,,없음,"포인트안내:
체험프로그램:염색 목공예
이용요금:예약시 문의
대여안내:텐트  릴선  화로대  난방기구  식기  침낭
부대시설:전기  무선인터넷  온수  산책로  마트.편의점<br>소화기: 25
"
에코힐글램핑,63064,,,제주특별자치도 제주시 애월읍 광령평화8길 22 ,33.4499262177,126.4408536787,제주시 애월읍에 자리하고 있는 에코힐글램핑은 제주공항에서 10분 거리에 있는 럭셔리한 글램핑장이다. 무료 와이파이를 사용할 수 있으며  여름에는 안전을 위하여 어린이용과 어른용 2곳으로 나눠 수영장이 운영된다. 캠핑장에 간단하게 맥주를 마실 수 있는 맥주 바가 있어  젊은 캠퍼들이 선호하는 캠핑장이다. 에코힐글램핑 수영장은 야간에도 수영을 할 수 있도록 곳곳에 멋진 조명이 있다. 캠핑장 주변으로는 야자수와 나무그네가 곳곳에 설치되어 있어 편하게 쉴 수 있다. 편안하게 누워 하늘을 볼 수 있는 해먹도 눈에 띈다. 글램핑장 내부에는 에어컨  TV  옷장  침대  넓은 소파베드  테이블 등이 갖춰져 있으며  개인 데크가 있어 바비큐 파티를 할 수 있다. 또한 공동 개수대에는 모든 것이 완벽하게 구비되어 있다. 정수기  토스트기  압력밥솥  전자레인지 등. 캠핑장 곳곳에는 가스레인지와 개수대가 설치되어 있어 편리하다. 주변 관광지로는 애월 해안도로  올레 16코스  곽지해수욕장  이호테우해수욕장 등이 있다.,,,,연중무휴,"봄,여름,가을",15:00~익일 11:00,,,,가능,없음,,,없음,"이용요금:69 000원~189 000원<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:전기
주요시설:소화기:19
"
제주도파인비치 카라반,63617,,,제주특별자치도 서귀포시 남원읍 태위로 976-10 ,33.2875073903,126.7481418066,제주파인비치 카라반은 서귀포시 남원읍에 있다. 제주 올레길 4코스 중간 지점에 있는 바닷가 근처에 펜션과 카라반이 함께 있는 캠핑장이다. 제주 남쪽 푸른 바다를 마음껏 감상하며 캠핑을 할 수 있는 곳으로  바다가 보이는 오션뷰가 멋있는 캠핑장이다. 넓고 깨끗한 주차장과 제주 느낌이 물씬 나는 야자수  잘 가꿔진 잔디 정원이 있다.  고급스러움이 느껴지는 카라반 내부 인테리어는 깔끔하고 럭셔리하게 꾸며져 있다. 수납하기 좋게 서랍장이 많아 공간 활용이 좋다. 내부시설로는 냉장고  오븐레인지  전자레인지  TV  에어컨  침대  테이블  취사도구와 화장실이 있어 편리하다. 카라반 옆으로는 데크가 있어 바비큐 파티도 할 수 있다. 어린 자녀가 있다면 키즈룸을 이용해 보는 것도 좋다. 차로 20분 거리에 올레시장이 있다.,,,,연중무휴,"봄,여름,가을,겨울",15:00~익일 11:00,,,,가능,없음,,,없음,"이용요금:60 000원~150 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망


"
